name,latitude,longitude
The AMI Meeting Transcription System: Progress and Performance,-7.773329,110.386116
Transliteration Generation and Mining with Limited Training Resources,50.03,22.015556
Code Switch Point Detection in Arabic,53.575832,9.879444
A Challenge Set for Advancing Language Modeling,24.672354,46.674156
Self-organizing map models of language acquisition,34.67825,135.05211
The IBM 2011 GALE Arabic speech transcription system,35.66564,139.76088
Using N-best lists for named entity recognition from Chinese speech,31.305937,120.56479
Lempel〞Ziv Index for q -Grams,37.78247,-122.504234
Analysis and recognition of spontaneous speech using Corpus of Spontaneous Japanese,25.2875,55.476944
Pedestrian path prediction based on body language and action classification,36.444187,136.59308
Unsupervised profiling of OCRed historical documents,34.219994,108.938705
Mixed Language Speech Recognition without Explicit Identification of Language,35.305393,25.07258
"Language independent, minimally supervised induction of lexical probabilities",28.63313,77.15251
Cross-language use of acoustic information for automatic speech recognition,39.996845,116.359024
Minimum sample risk methods for language modeling,44.435444,26.06963
Asymmetric acoustic modeling of mixed language speech,36.37837,127.358376
N-gram and Local Context Analysis for Persian text retrieval,23.155508,113.266075
A Framework for Fast Incremental Interpretation during Speech Decoding,1.296906,103.8521
The hypernode model and its associated query language,48.731388,21.244722
Referential Translation Machines for Quality Estimation,54.722324,25.335735
Plagiarism Detection across Distant Language Pairs,11.066667,7.7
Toward text message normalization: Modeling abbreviation generation,41.732464,123.24922
Spoken Language Recognition Using Ensemble Classifiers,35.115814,128.96718
n-gram and decision tree based language identification for written words,37.426514,138.7786
Using out-of-language data to improve an under-resourced speech recognizer,48.826294,2.346417
Sentiment Analysis in Social Media Texts,34.69635,133.92627
A Word Reordering Model for Improved Machine Translation,31.310057,48.64902
Automatic lecture transcription by exploiting presentation slide information for language model adaptation,-38.70139,-62.269444
AI-KU: Using Substitute Vectors and Co-Occurrence Modeling For Word Sense Induction and Disambiguation,52.623894,1.223946
Alignment templates: the RWTH SMT system.,38.921875,-77.23303
Neural Belief Tracker: Data-Driven Dialogue State Tracking,27.908237,112.91467
A comparison of Chinese document indexing strategies and retrieval models,39.705444,141.15067
Coherent Dialogue with Attention-Based Language Models,43.604282,-116.202354
Exploring the Syntactic Abilities of RNNs with Multi-task Learning,51.589718,-0.226912
An N-Gram Based Approach to the Automatic Diagnosis of Alzheimer＊s Disease from Spoken Language,39.753857,30.48813
"DiSAN: Directional Self-Attention Network for RNN/CNN-Free Language
  Understanding",34.241505,-118.52877
Theory and Experiments on Vector Quantized Autoencoders,51.538006,46.00957
Unsupervised intrusion detection through skip-gram models of network behavior,52.087017,21.074654
Direct Output Connection for a High-Rank Language Model,47.174232,27.571692
Synthetic Data Made to Order: The Case of Parsing,58.9375,5.6975
Language-Adversarial Transfer Learning for Low-Resource Speech Recognition,51.16373,4.410635
Fast-Slow Recurrent Neural Networks,49.276352,-123.16281
"StructBERT: Incorporating Language Structures into Pre-training for Deep
  Language Understanding",22.152893,-100.97677
Efficient Content-Based Sparse Attention with Routing Transformers,48.70711,2.179345
Learning a Joint Search and Recommendation Model from User-Item Interactions,30.283937,57.03211
No evidence for differences among language regions in their temporal receptive windows,39.031197,-77.1489
ZeRO: Memory Optimizations Toward Training Trillion Parameter Models,22.500298,88.36886
"On the Stability of Fine-tuning BERT: Misconceptions, Explanations, and Strong Baselines",36.555683,116.81162
Privacy Risks of General-Purpose Language Models,51.42712,-0.174883
A Self-Attentional Neural Architecture for Code Completion with Multi-Task Learning,24.447926,54.394863
Can GPT-3 Pass a Writer＊s Turing Test?,48.84749,2.264026
iNLTK: Natural Language Toolkit for Indic Languages,38.892223,-77.044945
Paraphrasing with Large Language Models,48.105873,11.459493
Language Generation with Multi-Hop Reasoning on Commonsense Knowledge Graph,45.509167,-73.58139
Progressive Transformers for End-to-End Sign Language Production,53.80208,-1.55083
PROP: Pre-training with Representative Words Prediction for Ad-hoc Retrieval,31.177715,121.42337
Learning Contextual Representations for Semantic Parsing with Generation-Augmented Pre-Training,51.507,-3.19
TransQuest: Translation Quality Estimation with Cross-lingual Transformers,54.89861,23.912222
Transformer-based deep neural network language models for Alzheimer＊s disease risk assessment from targeted speech,55.86588,-4.249913
Alignment Restricted Streaming Recurrent Neural Network Transducer,35.136055,136.97545
FastEmit: Low-Latency Streaming ASR with Sequence-Level Emission Regularization,-23.322704,150.5208
Kaleido-BERT: Vision-Language Pre-training on Fashion Domain,39.73914,-104.9421
BitFit: Simple Parameter-efficient Fine-tuning for Transformer-based Masked Language-models,13.6523,100.49383
From Two to One: A New Scene Text Recognizer with Visual Language Modeling Network,40.00745,116.34515
Light attention predicts protein location from the language of life,8.579906,-71.157585
Automatic language model adaptation for spoken document retrieval,43.960327,11.338347
Multi-location gram-positive and gram-negative bacterial protein subcellular localization using gene ontology and multi-label classifier ensemble,35.970577,126.95736
PADIS 每 An automatic telephone switchboard and directory information system,52.624832,13.502611
Real-word spelling correction using Google web 1Tn-gram data set,-35.27627,149.14612
The Perplexity of Dat-Nom Verbs in Icelandic,41.913315,12.503422
A discriminative HMM/N-gram-based retrieval approach for mandarin spoken documents,42.328598,-83.03997
RORSCHACH'S TEST AS A DIAGNOSTIC AID IN BRAIN INJURY,45.503128,-73.62486
Semantic language models for topic detection and tracking,37.3501,-121.93809
Real-time one-pass decoding with recurrent neural network language model for speech recognition,24.969719,121.26747
The Art and Angst of the Mentoring Relationship,40.00797,-105.27169
Character contiguity in N-gram-based word matching: the case for Arabic text searching,10.733828,106.699684
Specialized language models using dialogue predictions,36.860123,-76.300964
Combining concepts and language models for information access,50.004444,36.228333
A comparison of phone and grapheme-based spoken term detection,41.456715,15.532411
Learning Better Monolingual Models with Unannotated Bilingual Text,52.448765,13.283713
Factors that affect the accuracy of text-based language identification,13.726725,100.78013
Modeling Inflection and Word-Formation in SMT,42.45898,-71.267494
Topic-Based Hierarchical Segmentation,60.00656,30.368397
Arabic broadcast news transcription system,49.01821,8.42361
Non-deterministic stochastic language models for speech recognition,33.916386,-118.38585
Bayesian Sparse Topic Model,34.265038,117.25574
Discriminatively trained Language Models using Support Vector Machines for Language Identification,25.035807,121.43317
Topic Signature Language Models for Ad hoc Retrieval,48.835022,2.292472
Modeling the effects of memory on human online sentence processing with particle filters,1.29448,103.783356
Recognition of phonemes and words in singing,39.72034,116.17
Dynamic Bayesian Networks and Discriminative Classifiers for Multi-Stage Semantic Interpretation,55.66722,37.479443
People-LDA: Anchoring Topics to People using Face Recognition,41.768333,12.47
Efficient Language Identification using Anchor Models and Support Vector Machines,-27.4993,153.0332
In Quest of New Law: The Perplexity of Legal Syncretism in Indonesia,17.729273,83.321556
Statistical natural language understanding using hidden clumpings,41.287548,-7.736497
Regularizing RNNs by Stabilizing Activations,36.663074,117.120026
Multilingual Language Processing From Bytes,32.057316,118.78338
Vocal Development as a Guide to Modeling the Evolution of Language,12.026684,79.84884
Lattice decoding and rescoring with long-Span neural network language models,34.066666,-118.16778
rwthlm 〞 the RWTH aachen university neural network language modeling toolkit,48.21417,16.408056
Learning a Natural Language Interface with Neural Programmer,43.834724,125.30312
On the State of the Art of Evaluation in Neural Language Models,17.413666,78.538345
N-Gram Assisted Youtube Spam Comment Detection,32.63128,117.01104
A Language Model based Evaluator for Sentence Compression,35.695557,139.7414
A Discriminative Latent-Variable Model for Bilingual Lexicon Induction,7.140697,-73.120964
Improving Unsupervised Word-by-Word Translation with Language Model and Denoising Autoencoder,37.57516,-77.53871
Neural Based Statement Classification for Biased Language,34.058323,-118.44439
Closing Brackets with Recurrent Neural Networks,42.3623,-71.093956
Speech Model Pre-training for End-to-End Spoken Language Understanding,39.94969,-75.15713
Sample Efficient Text Summarization Using a Single Pre-Trained Transformer,35.68189,139.30475
Large Dataset and Language Model Fun-Tuning for Humor Recognition,39.117496,117.18585
Two Discourse Driven Language Models for Semantics,13.028276,80.01574
Multi-Perspective Relevance Matching with Hierarchical ConvNets for Social Media Search,61.064846,28.093931
Lattice rescoring strategies for long short term memory language models in speech recognition,48.988487,12.089145
Cross-Lingual Training for Automatic Question Generation,48.71213,2.231852
Language modeling with highway LSTM,-5.167463,119.43597
Improving Zero-shot Translation with Language-Independent Constraints,35.66188,139.7952
Federated Learning of N-Gram Language Models,31.201384,121.45248
Single Headed Attention RNN: Stop Thinking With Your Head,50.727455,-3.473823
Zero-Resource Cross-Lingual Named Entity Recognition,31.177494,121.59241
Hybrid Ranking Network for Text-to-SQL,31.274,121.517
BERT-ATTACK: Adversarial Attack Against BERT Using BERT,36.051895,103.858444
Source Code Assessment and Classification Based on Estimated Error Probability Using Attentive LSTM Language Model and Its Application in Programming Education,31.692987,118.51065
